onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	72.0	0.0	54	6	F	1.0	1.0	1	3	4	4.0	1.0	3/4	True	0	1.0	1.0	1.0	1a	3	0	True	True				False	0		C.#ivo7	C	I		#ivo7		#iv	o	7			o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	#iv		I	I	False	#ivo7	#ivo7, major		#ivo7, major		#iv	0	0	0	6	6	6	True	True	True
0.0	72.0	0.0	60	0	C	0.0	1.0	1	3	4	3.0	1.0	3/4	True	0	1.0	1.0	1.0	1a	4	0	True	True				False	0		C.#ivo7	C	I		#ivo7		#iv	o	7			o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	#iv		I	I	False	#ivo7	#ivo7, major		#ivo7, major		#iv	0	0	0	0	0	0	True	False	False
0.0	72.0	0.0	63	-3	E	-1.0	1.0	1	3	4	2.0	1.0	3/4	True	0	1.0	1.0	1.0	1a	4	0	True	True				False	0		C.#ivo7	C	I		#ivo7		#iv	o	7			o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	#iv		I	I	False	#ivo7	#ivo7, major		#ivo7, major		#iv	0	0	0	-3	-3	-3	True	False	False
0.0	72.0	0.0	69	3	A	0.0	1.0	1	3	4	1.0	1.0	3/4	True	0	1.0	1.0	1.0	1a	4	0	True	True				False	0		C.#ivo7	C	I		#ivo7		#iv	o	7			o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	#iv		I	I	False	#ivo7	#ivo7, major		#ivo7, major		#iv	0	0	0	3	3	3	True	False	False
72.0	24.0	3.0	54	6	F	1.0	1.0	1	3	4	4.0	1.0	1/4	False	0	2.0	2.0	2.0	2a	3	3	False	False				False	0		C.#ivo7	C	I		#ivo7		#iv	o	7			o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	#iv		I	I	False	#ivo7	#ivo7, major		#ivo7, major		#iv	0	0	0	6	6	6	True	True	True
72.0	24.0	3.0	60	0	C	0.0	1.0	1	3	4	3.0	1.0	1/4	False	0	2.0	2.0	2.0	2a	4	3	False	False				False	0		C.#ivo7	C	I		#ivo7		#iv	o	7			o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	#iv		I	I	False	#ivo7	#ivo7, major		#ivo7, major		#iv	0	0	0	0	0	0	True	False	False
72.0	24.0	3.0	63	-3	E	-1.0	1.0	1	3	4	2.0	1.0	1/4	False	0	2.0	2.0	2.0	2a	4	3	False	False				False	0		C.#ivo7	C	I		#ivo7		#iv	o	7			o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	#iv		I	I	False	#ivo7	#ivo7, major		#ivo7, major		#iv	0	0	0	-3	-3	-3	True	False	False
72.0	24.0	3.0	69	3	A	0.0	1.0	1	3	4	1.0	1.0	1/4	False	0	2.0	2.0	2.0	2a	4	3	False	False				False	0		C.#ivo7	C	I		#ivo7		#iv	o	7			o7	False	False	(6, 3, 0, -3)	()	6	6	major	major	I	I, major	#iv		I	I	False	#ivo7	#ivo7, major		#ivo7, major		#iv	0	0	0	3	3	3	True	False	False
144.0	72.0	6.0	53	-1	F	0.0	1.0	1	3	4	4.0	1.0	3/4	True	0	3.0	3.0	3.0	3a	3	6	False	True				False	1		IV7	C	I		IV7		IV		7			Mm7	False	False	(-1, 3, 0, -3)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV7	IV7, major		IV7, major		IV	0	0	0	-1	-1	-1	True	True	True
144.0	72.0	6.0	60	0	C	0.0	1.0	1	3	4	3.0	1.0	3/4	True	0	3.0	3.0	3.0	3a	4	6	False	True				False	1		IV7	C	I		IV7		IV		7			Mm7	False	False	(-1, 3, 0, -3)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV7	IV7, major		IV7, major		IV	0	0	0	0	0	0	True	False	False
144.0	72.0	6.0	63	-3	E	-1.0	1.0	1	3	4	2.0	1.0	3/4	True	0	3.0	3.0	3.0	3a	4	6	False	True				False	1		IV7	C	I		IV7		IV		7			Mm7	False	False	(-1, 3, 0, -3)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV7	IV7, major		IV7, major		IV	0	0	0	-3	-3	-3	True	False	False
144.0	72.0	6.0	69	3	A	0.0	1.0	1	3	4	1.0	1.0	3/4	True	0	3.0	3.0	3.0	3a	4	6	False	True				False	1		IV7	C	I		IV7		IV		7			Mm7	False	False	(-1, 3, 0, -3)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV7	IV7, major		IV7, major		IV	0	0	0	3	3	3	True	False	False
216.0	24.0	9.0	53	-1	F	0.0	1.0	1	3	4	4.0	1.0	1/4	False	0	4.0	4.0	4.0	4a	3	9	False	False				False	1		IV7	C	I		IV7		IV		7			Mm7	False	False	(-1, 3, 0, -3)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV7	IV7, major		IV7, major		IV	0	0	0	-1	-1	-1	True	True	True
216.0	24.0	9.0	60	0	C	0.0	1.0	1	3	4	3.0	1.0	1/4	False	0	4.0	4.0	4.0	4a	4	9	False	False				False	1		IV7	C	I		IV7		IV		7			Mm7	False	False	(-1, 3, 0, -3)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV7	IV7, major		IV7, major		IV	0	0	0	0	0	0	True	False	False
216.0	24.0	9.0	63	-3	E	-1.0	1.0	1	3	4	2.0	1.0	1/4	False	0	4.0	4.0	4.0	4a	4	9	False	False				False	1		IV7	C	I		IV7		IV		7			Mm7	False	False	(-1, 3, 0, -3)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV7	IV7, major		IV7, major		IV	0	0	0	-3	-3	-3	True	False	False
216.0	24.0	9.0	69	3	A	0.0	1.0	1	3	4	1.0	1.0	1/4	False	0	4.0	4.0	4.0	4a	4	9	False	False				False	1		IV7	C	I		IV7		IV		7			Mm7	False	False	(-1, 3, 0, -3)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV7	IV7, major		IV7, major		IV	0	0	0	3	3	3	True	False	False
288.0	72.0	12.0	52	4	E	0.0	1.0	1	3	4	4.0	1.0	3/4	True	0	5.0	5.0	5.0	5a	3	12	False	True				False	2		vi64	C	I		vi64		vi		64			m	False	False	(4, 3, 0)	()	3	4	major	major	I	I, major	vi		I	I	False	vi64	vi64, major		vi64, major		vi	0	0	0	4	4	4	True	False	True
288.0	72.0	12.0	60	0	C	0.0	1.0	1	3	4	3.0	1.0	3/4	True	0	5.0	5.0	5.0	5a	4	12	False	True				False	2		vi64	C	I		vi64		vi		64			m	False	False	(4, 3, 0)	()	3	4	major	major	I	I, major	vi		I	I	False	vi64	vi64, major		vi64, major		vi	0	0	0	0	0	0	True	False	False
288.0	72.0	12.0	64	4	E	0.0	1.0	1	3	4	2.0	1.0	3/4	True	0	5.0	5.0	5.0	5a	4	12	False	True				False	2		vi64	C	I		vi64		vi		64			m	False	False	(4, 3, 0)	()	3	4	major	major	I	I, major	vi		I	I	False	vi64	vi64, major		vi64, major		vi	0	0	0	4	4	4	True	False	True
