onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
0.0	18.0	0.0	50	2	D	0.0	1.0	1	2	4	4.0	1.0	3/16	True	2	1.0	1.0	1.0	1a	3	0	True	True				False	0	D.I		D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	0	0	0	True	True	True
24.0	18.0	1.0	49	7	C	1.0	2.0	2	2	4	4.0	1.0	3/16	True	2	1.0	1.0	1.0	1a	3	1	False	False				False	0	D.I		D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	5	5	5	False	False	False
48.0	18.0	2.0	47	5	B	0.0	1.0	1	2	4	4.0	1.0	3/16	True	2	2.0	2.0	2.0	2a	2	2	False	False				False	0	D.I		D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	3	3	3	False	False	False
72.0	18.0	3.0	45	3	A	0.0	2.0	2	2	4	4.0	1.0	3/16	True	2	2.0	2.0	2.0	2a	2	3	False	False				False	0	D.I		D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	1	1	1	True	False	False
96.0	18.0	4.0	43	1	G	0.0	1.0	1	2	4	4.0	1.0	3/16	True	2	3.0	3.0	3.0	3a	2	4	False	False				False	0	D.I		D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	-1	-1	-1	False	False	False
120.0	12.0	5.0	42	6	F	1.0	2.0	2	2	4	4.0	1.0	1/8	True	2	3.0	3.0	3.0	3a	2	5	False	False				False	0	D.I		D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	4	4	4	True	False	False
132.0	12.0	5.5	44	8	G	1.0	2.5	0	2	4	4.0	1.0	1/8	True	2	3.0	3.0	3.0	3a	2	11/2	False	False				False	0	D.I		D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	6	6	6	False	False	False
144.0	48.0	6.0	45	3	A	0.0	1.0	1	2	4	4.0	1.0	1/2	True	2	4.0	4.0	4.0	4a	2	6	False	True				False	1	V		D	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	2	2	2	1	1	1	True	True	True
192.0	12.0	8.0	62	2	D	0.0	1.0	1	2	4	2.0	1.0	1/8	True	2	5.0	5.0	5.0	5a	4	8	False	True				False	2	I		D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	0	0	0	True	True	True
192.0	24.0	8.0	62	2	D	0.0	1.0	1	2	4	1.0	1.0	1/4	True	2	5.0	5.0	5.0	5a	4	8	False	True				False	2	I		D	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	2	2	2	0	0	0	True	True	True
